0.245241,0.115711,-0.020385,-0.146176,-0.26089,-0.346436,-0.405289,-0.431369,-0.42416,-0.390085,-0.341339,-0.282747,-0.226463,-0.179328,-0.1449,-0.118849,-0.105742,-0.0989351,-0.0933401,-0.0876528,-0.0753958,-0.0605356,-0.0384964,-0.0164017,0.00747835,0.0285442,0.0417515,0.0444567,0.0400481,0.0209055,-0.0138957,-0.0641303,-0.126879,-0.20128,-0.287148,-0.379428,-0.472713,-0.559826,-0.63841,-0.696346,-0.733391,-0.743843,-0.723863,-0.675832,-0.602448,-0.507015,-0.400005,-0.284336,-0.164958,-0.0511794
0.263479,0.134691,0.00299988,-0.124595,-0.232354,-0.314622,-0.366912,-0.386213,-0.374271,-0.33987,-0.287086,-0.230143,-0.173485,-0.130168,-0.0993236,-0.0807016,-0.0754476,-0.0765905,-0.0814208,-0.079894,-0.0734481,-0.0592491,-0.0408667,-0.0147808,0.00985417,0.0340544,0.0501017,0.05992,0.0553871,0.033299,-0.00317039,-0.0538074,-0.121293,-0.201598,-0.291882,-0.385566,-0.481755,-0.571031,-0.642136,-0.698578,-0.727901,-0.731045,-0.703165,-0.650541,-0.571228,-0.47842,-0.37101,-0.256987,-0.142431,-0.0366313
0.266152,0.140268,0.0116146,-0.107173,-0.207166,-0.284962,-0.329561,-0.342618,-0.325538,-0.284502,-0.230903,-0.170571,-0.120259,-0.0761508,-0.051147,-0.0396255,-0.0413208,-0.0524587,-0.0646292,-0.0723611,-0.0702037,-0.0612899,-0.0425344,-0.0192026,0.00892254,0.0363692,0.0567874,0.067309,0.0644346,0.0458923,0.0114075,-0.0447237,-0.111976,-0.194688,-0.284748,-0.379679,-0.472629,-0.55801,-0.629363,-0.678191,-0.702533,-0.697972,-0.664502,-0.607786,-0.529427,-0.433831,-0.328245,-0.220575,-0.114264,-0.0137295
0.249994,0.127961,0.006402,-0.10068,-0.195354,-0.259687,-0.296732,-0.300211,-0.279545,-0.235725,-0.176219,-0.116196,-0.0654733,-0.0264452,-0.00597452,-0.0025446,-0.00829533,-0.0283091,-0.0447486,-0.0601864,-0.0662185,-0.0606597,-0.044265,-0.0195737,0.00925571,0.0352271,0.0571088,0.0732484,0.0708914,0.0534384,0.0196091,-0.0299114,-0.100696,-0.180309,-0.271188,-0.362127,-0.451632,-0.533824,-0.598822,-0.641914,-0.663528,-0.650554,-0.61418,-0.55598,-0.477016,-0.383463,-0.282597,-0.181006,-0.0829172,0.00572208
0.212777,0.101965,-0.00992136,-0.110501,-0.19072,-0.245592,-0.27324,-0.268272,-0.238453,-0.187978,-0.126095,-0.0659119,-0.0121193,0.0219441,0.0400189,0.0370356,0.0220811,-6.7415e-05,-0.0263944,-0.0458809,-0.0557917,-0.0573039,-0.044164,-0.0237793,0.00340702,0.0323509,0.0543535,0.0692753,0.0709736,0.0564105,0.0273314,-0.0235585,-0.0853496,-0.162311,-0.248072,-0.335998,-0.42311,-0.495535,-0.556987,-0.596008,-0.609183,-0.595441,-0.557256,-0.496418,-0.420159,-0.331438,-0.238026,-0.143288,-0.0591497,0.0190749
0.15911,0.0571482,-0.0424706,-0.12848,-0.199515,-0.240832,-0.256394,-0.241976,-0.203593,-0.148338,-0.0815951,-0.0199145,0.0305631,0.0643816,0.0793775,0.075424,0.0556861,0.0282114,-0.00519735,-0.0278258,-0.044861,-0.0505079,-0.0409192,-0.0238793,-0.00248505,0.0218301,0.0442306,0.0570121,0.0590104,0.0486928,0.0229554,-0.0181849,-0.0757597,-0.143053,-0.222267,-0.304204,-0.383105,-0.453343,-0.505676,-0.539423,-0.549418,-0.53367,-0.496588,-0.436607,-0.36594,-0.285636,-0.199652,-0.116872,-0.0421495,0.0216833
0.0951107,-6.57547e-05,-0.0859567,-0.162745,-0.218075,-0.245955,-0.249343,-0.224606,-0.178483,-0.116733,-0.0476317,0.0158611,0.0685715,0.102108,0.114727,0.108065,0.0870927,0.0560819,0.0203299,-0.00797444,-0.0291504,-0.0384696,-0.0392738,-0.0271185,-0.0121346,0.00795443,0.0251027,0.037273,0.0409714,0.0339297,0.0125688,-0.0202905,-0.0714047,-0.130002,-0.199603,-0.272917,-0.34132,-0.405545,-0.453174,-0.481512,-0.49051,-0.474905,-0.439493,-0.384227,-0.319942,-0.246842,-0.173466,-0.105156,-0.0426706,0.0104849
0.0238701,-0.0625965,-0.141437,-0.201829,-0.24612,-0.261173,-0.251495,-0.217824,-0.160414,-0.0947035,-0.0217768,0.0455574,0.100429,0.13402,0.147001,0.138897,0.115863,0.0836452,0.048116,0.0134143,-0.0109178,-0.02722,-0.0318276,-0.0302826,-0.021523,-0.00952807,0.00217282,0.0112476,0.0146061,0.00646439,-0.00731792,-0.0341154,-0.0724369,-0.119528,-0.180253,-0.24086,-0.302502,-0.358408,-0.400868,-0.428129,-0.431801,-0.418369,-0.387707,-0.340971,-0.285995,-0.224133,-0.1626,-0.108739,-0.0594151,-0.0206383
-0.0505288,-0.125834,-0.194608,-0.246679,-0.27459,-0.278829,-0.257002,-0.214165,-0.151966,-0.0765586,-0.000407949,0.0689591,0.125759,0.159628,0.174908,0.168236,0.145428,0.113781,0.0779289,0.0402508,0.0117744,-0.0106032,-0.0234445,-0.033859,-0.0333695,-0.0306284,-0.0260711,-0.0215351,-0.0191787,-0.0237785,-0.0331653,-0.0527694,-0.0804981,-0.119865,-0.165307,-0.216683,-0.26819,-0.315926,-0.353573,-0.374602,-0.384732,-0.371257,-0.346305,-0.308125,-0.264229,-0.215134,-0.167163,-0.124041,-0.0886304,-0.0651186
-0.114909,-0.187199,-0.244685,-0.289904,-0.30295,-0.298717,-0.265626,-0.213502,-0.141759,-0.0647367,0.0160669,0.0895651,0.145279,0.18042,0.199836,0.195504,0.175989,0.144353,0.106536,0.0682812,0.0367514,0.00666101,-0.016633,-0.0311539,-0.0439106,-0.0487764,-0.0524797,-0.0519806,-0.0532395,-0.0551832,-0.0616652,-0.0743833,-0.0947672,-0.122899,-0.15715,-0.195872,-0.238907,-0.277977,-0.307697,-0.331211,-0.338419,-0.332048,-0.314101,-0.286096,-0.252641,-0.219318,-0.182519,-0.155068,-0.130212,-0.115681
