0.288061,0.17711,0.0580726,-0.0625106,-0.16444,-0.242144,-0.288758,-0.314379,-0.329496,-0.33837,-0.35219,-0.366834,-0.385363,-0.402683,-0.419111,-0.42352,-0.420636,-0.400551,-0.367085,-0.326757,-0.277871,-0.217067,-0.151365,-0.0791547,-0.00897031,0.0391182,0.069195,0.0724019,0.0513338,0.00905617,-0.0343806,-0.0723758,-0.0930215,-0.0963665,-0.0769985,-0.0386431,0.00982487,0.0684602,0.132826,0.19862,0.267139,0.337083,0.409164,0.476108,0.537185,0.583065,0.609002,0.617728,0.597856,0.562322
0.201468,0.105772,0.00175115,-0.0996792,-0.190993,-0.259097,-0.299381,-0.321951,-0.332678,-0.341639,-0.350172,-0.364617,-0.384361,-0.405531,-0.425992,-0.434505,-0.429163,-0.406118,-0.370109,-0.323268,-0.267973,-0.209417,-0.141797,-0.0729949,-0.0115381,0.0393592,0.0661982,0.0675603,0.0474281,0.00967101,-0.0283234,-0.0552142,-0.0680291,-0.0632994,-0.0400901,0.000511329,0.0499939,0.100257,0.156342,0.206487,0.25599,0.308645,0.361395,0.412457,0.454453,0.483812,0.498409,0.49148,0.461917,0.415221
0.113077,0.0313744,-0.0579479,-0.141808,-0.217534,-0.271735,-0.304915,-0.320882,-0.329261,-0.337293,-0.346745,-0.3625,-0.385253,-0.408932,-0.431651,-0.44369,-0.440226,-0.419502,-0.380081,-0.330739,-0.270849,-0.210762,-0.143995,-0.0783914,-0.0175552,0.0285605,0.0550322,0.0551571,0.0347789,0.0022321,-0.0317579,-0.0532985,-0.0560214,-0.0486976,-0.0230675,0.0194231,0.0611734,0.105671,0.146396,0.18169,0.215227,0.251757,0.29014,0.323051,0.351856,0.370075,0.369439,0.348432,0.309504,0.252013
0.0327131,-0.0382403,-0.109677,-0.17577,-0.230537,-0.272436,-0.298613,-0.314533,-0.319573,-0.331254,-0.345273,-0.363523,-0.387854,-0.416531,-0.44206,-0.461638,-0.463876,-0.441736,-0.405019,-0.35243,-0.296034,-0.230788,-0.16386,-0.100161,-0.0394307,0.0068072,0.0336709,0.0359213,0.0143708,-0.0146675,-0.0446831,-0.0655306,-0.0704952,-0.0578839,-0.0312225,0.00126627,0.0370724,0.0669014,0.0944365,0.115521,0.137416,0.163593,0.194328,0.221087,0.240971,0.244498,0.234946,0.202449,0.151795,0.0876898
-0.0326714,-0.091619,-0.149238,-0.197604,-0.239106,-0.26694,-0.287671,-0.298707,-0.308944,-0.324569,-0.343764,-0.368382,-0.39634,-0.42698,-0.454117,-0.480092,-0.489299,-0.476791,-0.441791,-0.3975,-0.336338,-0.269485,-0.199975,-0.131646,-0.0740485,-0.025132,0.00239305,0.00528904,-0.0128097,-0.0415258,-0.075845,-0.0983234,-0.104623,-0.0951861,-0.0766635,-0.0512938,-0.0282886,-0.0119137,0.000380541,0.0123675,0.0293157,0.0552132,0.0840604,0.111477,0.124541,0.125031,0.102166,0.0621356,0.00453055,-0.06834
-0.075779,-0.123348,-0.169197,-0.20527,-0.233287,-0.254088,-0.272217,-0.286599,-0.300181,-0.321053,-0.341803,-0.372494,-0.403912,-0.437793,-0.470691,-0.504254,-0.524915,-0.520172,-0.494772,-0.453147,-0.395672,-0.331847,-0.258055,-0.183385,-0.117277,-0.0676532,-0.0362199,-0.0348859,-0.0507652,-0.080384,-0.11941,-0.149517,-0.165718,-0.164426,-0.154821,-0.142027,-0.133834,-0.129367,-0.122702,-0.114107,-0.0946262,-0.0638329,-0.0312964,-0.00173501,0.0133455,0.00979614,-0.0162621,-0.0618575,-0.122585,-0.20033
-0.100513,-0.135988,-0.16794,-0.194959,-0.217425,-0.23482,-0.251586,-0.269514,-0.289466,-0.309666,-0.338168,-0.373023,-0.405868,-0.445535,-0.486717,-0.529627,-0.55735,-0.56548,-0.55229,-0.516762,-0.467505,-0.398924,-0.320818,-0.243697,-0.172891,-0.116078,-0.0873939,-0.083093,-0.0995491,-0.137102,-0.17961,-0.21907,-0.245469,-0.259907,-0.261693,-0.262943,-0.268298,-0.266684,-0.263865,-0.249099,-0.219291,-0.184295,-0.13926,-0.106499,-0.0871432,-0.0895574,-0.115662,-0.160548,-0.228091,-0.308776
-0.108962,-0.13466,-0.153318,-0.171222,-0.19062,-0.210293,-0.229821,-0.248777,-0.272219,-0.297735,-0.329448,-0.363293,-0.402028,-0.448341,-0.494581,-0.549617,-0.586495,-0.604318,-0.601821,-0.575103,-0.531696,-0.468169,-0.391331,-0.310779,-0.235997,-0.178122,-0.144915,-0.139878,-0.161424,-0.200874,-0.254152,-0.302053,-0.342182,-0.368383,-0.384204,-0.396342,-0.40811,-0.4122,-0.400107,-0.377299,-0.335401,-0.287,-0.237892,-0.197131,-0.173917,-0.172947,-0.19383,-0.240843,-0.305538,-0.382786
-0.111415,-0.123923,-0.130735,-0.142724,-0.158179,-0.179205,-0.201651,-0.226909,-0.251329,-0.278912,-0.313339,-0.351689,-0.391756,-0.439271,-0.497331,-0.55574,-0.604593,-0.633684,-0.641252,-0.625952,-0.58932,-0.528563,-0.456825,-0.378723,-0.304791,-0.246939,-0.214033,-0.210477,-0.233057,-0.277044,-0.337849,-0.395164,-0.44525,-0.482596,-0.506709,-0.525865,-0.538834,-0.539056,-0.521064,-0.483926,-0.431152,-0.371575,-0.313446,-0.265408,-0.2352,-0.227679,-0.248352,-0.290852,-0.355218,-0.430115
-0.108607,-0.113442,-0.109992,-0.111925,-0.124262,-0.147751,-0.176581,-0.202391,-0.228898,-0.260956,-0.296319,-0.335602,-0.377794,-0.430216,-0.48823,-0.553936,-0.609929,-0.648032,-0.668823,-0.66223,-0.636117,-0.586975,-0.522791,-0.448606,-0.376607,-0.320814,-0.288579,-0.28562,-0.312964,-0.360472,-0.425454,-0.491867,-0.547036,-0.590046,-0.619946,-0.63612,-0.648373,-0.643032,-0.61652,-0.564633,-0.497907,-0.426719,-0.361163,-0.307196,-0.269325,-0.258506,-0.27319,-0.314146,-0.377771,-0.449707
